zip,json
60654,"{""latitude"": 41.89227, ""longitude"": -87.63729000000001}"
60655,"{""latitude"": 41.694759999999995, ""longitude"": -87.70379}"
60656,"{""latitude"": 41.97424, ""longitude"": -87.82692}"
60657,"{""latitude"": 41.93998, ""longitude"": -87.65374}"
60659,"{""latitude"": 41.99108, ""longitude"": -87.70416}"
60660,"{""latitude"": 41.9911, ""longitude"": -87.66604}"
60661,"{""latitude"": 41.883070000000004, ""longitude"": -87.64401}"
60706,"{""latitude"": 41.96425, ""longitude"": -87.81624000000001}"
60707,"{""latitude"": 41.92181, ""longitude"": -87.80724000000001}"
60712,"{""latitude"": 42.00545, ""longitude"": -87.7333}"
60714,"{""latitude"": 42.02805, ""longitude"": -87.81098}"
60803,"{""latitude"": 41.6721, ""longitude"": -87.73568}"
60804,"{""latitude"": 41.83783, ""longitude"": -87.76014}"
60805,"{""latitude"": 41.722, ""longitude"": -87.70244}"
60827,"{""latitude"": 41.64956, ""longitude"": -87.63016}"
60901,"{""latitude"": 41.11084, ""longitude"": -87.89814}"
60910,"{""latitude"": 41.07877, ""longitude"": -87.80859}"
60911,"{""latitude"": 40.878040000000006, ""longitude"": -87.98023}"
60912,"{""latitude"": 40.97003, ""longitude"": -87.59935}"
60913,"{""latitude"": 41.147009999999995, ""longitude"": -88.06177}"
60914,"{""latitude"": 41.18671, ""longitude"": -87.86195}"
60915,"{""latitude"": 41.146809999999995, ""longitude"": -87.86108}"
60917,"{""latitude"": 41.044129999999996, ""longitude"": -88.18728}"
60918,"{""latitude"": 40.5962, ""longitude"": -88.03048000000001}"
60919,"{""latitude"": 40.98745, ""longitude"": -88.23833}"
60920,"{""latitude"": 41.02926, ""longitude"": -88.30496}"
60921,"{""latitude"": 40.73772, ""longitude"": -88.28785}"
60922,"{""latitude"": 41.00414, ""longitude"": -87.91866999999999}"
60924,"{""latitude"": 40.55778, ""longitude"": -87.88532}"
60926,"{""latitude"": 40.572340000000004, ""longitude"": -87.80962}"
60927,"{""latitude"": 40.9393, ""longitude"": -87.96799999999999}"
60928,"{""latitude"": 40.74165, ""longitude"": -87.84902}"
60929,"{""latitude"": 40.87498, ""longitude"": -88.28917}"
60930,"{""latitude"": 40.82989, ""longitude"": -88.00256}"
60931,"{""latitude"": 40.89038, ""longitude"": -87.58523000000001}"
60932,"{""latitude"": 40.46333, ""longitude"": -87.80563000000001}"
60933,"{""latitude"": 40.4647, ""longitude"": -88.27192}"
60934,"{""latitude"": 40.96171, ""longitude"": -88.3512}"
60935,"{""latitude"": 41.172959999999996, ""longitude"": -88.17609}"
60936,"{""latitude"": 40.46679, ""longitude"": -88.35707}"
60938,"{""latitude"": 40.77328, ""longitude"": -87.98865}"
60940,"{""latitude"": 41.2506, ""longitude"": -87.64282}"
60941,"{""latitude"": 41.04201, ""longitude"": -88.0821}"
60942,"{""latitude"": 40.46563, ""longitude"": -87.66091999999999}"
60945,"{""latitude"": 40.82805, ""longitude"": -87.58414}"
60946,"{""latitude"": 40.916509999999995, ""longitude"": -88.20291}"
60948,"{""latitude"": 40.52548, ""longitude"": -88.08197}"
60949,"{""latitude"": 40.38217, ""longitude"": -88.10288}"
60950,"{""latitude"": 41.25119, ""longitude"": -87.88445}"
60951,"{""latitude"": 40.92137, ""longitude"": -87.75109}"
60952,"{""latitude"": 40.56446, ""longitude"": -88.25279}"
60953,"{""latitude"": 40.629909999999995, ""longitude"": -87.68811}"
60954,"{""latitude"": 41.15338, ""longitude"": -87.62902}"
60955,"{""latitude"": 40.697390000000006, ""longitude"": -87.97655}"
60957,"{""latitude"": 40.44296, ""longitude"": -88.13625}"
60958,"{""latitude"": 41.06492, ""longitude"": -87.59135}"
60959,"{""latitude"": 40.7897, ""longitude"": -88.18200999999999}"
60960,"{""latitude"": 40.43873, ""longitude"": -87.88999}"
60961,"{""latitude"": 41.10651, ""longitude"": -88.23084}"
60962,"{""latitude"": 40.62283, ""longitude"": -88.18445}"
60963,"{""latitude"": 40.36667, ""longitude"": -87.6485}"
60964,"{""latitude"": 41.0355, ""longitude"": -87.73825}"
60966,"{""latitude"": 40.751529999999995, ""longitude"": -87.58315999999999}"
60968,"{""latitude"": 40.67241, ""longitude"": -88.12066}"
60969,"{""latitude"": 41.11102, ""longitude"": -88.14976}"
60970,"{""latitude"": 40.79334, ""longitude"": -87.73841}"
60973,"{""latitude"": 40.541740000000004, ""longitude"": -87.66313000000001}"
60974,"{""latitude"": 40.718920000000004, ""longitude"": -87.734}"
61001,"{""latitude"": 42.46094, ""longitude"": -90.12455}"
61006,"{""latitude"": 41.86055, ""longitude"": -89.2095}"
61007,"{""latitude"": 42.197720000000004, ""longitude"": -89.58953000000001}"
61008,"{""latitude"": 42.245129999999996, ""longitude"": -88.8407}"
61010,"{""latitude"": 42.135709999999996, ""longitude"": -89.26789000000001}"
61011,"{""latitude"": 42.389590000000005, ""longitude"": -88.91288}"
61012,"{""latitude"": 42.40745, ""longitude"": -88.75447}"
61013,"{""latitude"": 42.37449, ""longitude"": -89.63715}"
61014,"{""latitude"": 41.97472, ""longitude"": -89.8845}"
61015,"{""latitude"": 41.992979999999996, ""longitude"": -89.20196999999999}"
61016,"{""latitude"": 42.19809, ""longitude"": -88.94722}"
61018,"{""latitude"": 42.41525, ""longitude"": -89.55523000000001}"
61019,"{""latitude"": 42.44146, ""longitude"": -89.41006999999999}"
61020,"{""latitude"": 42.1102, ""longitude"": -89.09822}"
61021,"{""latitude"": 41.82967, ""longitude"": -89.47908000000001}"
61024,"{""latitude"": 42.43652, ""longitude"": -89.29054000000001}"
61025,"{""latitude"": 42.47125, ""longitude"": -90.56021}"
61027,"{""latitude"": 42.33104, ""longitude"": -89.75748}"
61028,"{""latitude"": 42.29175, ""longitude"": -90.16946999999999}"
61030,"{""latitude"": 42.11513, ""longitude"": -89.58891}"
61031,"{""latitude"": 41.83081, ""longitude"": -89.31307}"
61032,"{""latitude"": 42.31635, ""longitude"": -89.63525}"
61036,"{""latitude"": 42.4152, ""longitude"": -90.39115}"
61037,"{""latitude"": 41.78938, ""longitude"": -89.76032}"
61038,"{""latitude"": 42.263459999999995, ""longitude"": -88.73574}"
61039,"{""latitude"": 42.208870000000005, ""longitude"": -89.46757}"
61041,"{""latitude"": 42.276109999999996, ""longitude"": -90.30158}"
61042,"{""latitude"": 41.68764, ""longitude"": -89.56374}"
61043,"{""latitude"": 42.05644, ""longitude"": -89.10523}"
61044,"{""latitude"": 42.31877, ""longitude"": -89.91503}"
61046,"{""latitude"": 42.10435, ""longitude"": -89.81366}"
61047,"{""latitude"": 42.15314, ""longitude"": -89.39588}"
61048,"{""latitude"": 42.383520000000004, ""longitude"": -89.83554000000001}"
61049,"{""latitude"": 42.04419, ""longitude"": -89.00756}"
61050,"{""latitude"": 42.44031, ""longitude"": -89.73416999999999}"
61051,"{""latitude"": 41.98279, ""longitude"": -89.75494}"
61052,"{""latitude"": 42.11139, ""longitude"": -88.99956}"
61053,"{""latitude"": 42.114309999999996, ""longitude"": -89.98216}"
61054,"{""latitude"": 42.05493, ""longitude"": -89.44951}"
61057,"{""latitude"": 41.82927, ""longitude"": -89.38209}"
61059,"{""latitude"": 42.45315, ""longitude"": -89.94015}"
61060,"{""latitude"": 42.47813, ""longitude"": -89.62191999999999}"
61061,"{""latitude"": 42.00025, ""longitude"": -89.33981999999999}"
61062,"{""latitude"": 42.252790000000005, ""longitude"": -89.84133}"
61063,"{""latitude"": 42.31215, ""longitude"": -89.34733}"
61064,"{""latitude"": 41.987829999999995, ""longitude"": -89.58238}"
61065,"{""latitude"": 42.40752, ""longitude"": -88.82753000000001}"
61067,"{""latitude"": 42.30445, ""longitude"": -89.47745}"
61068,"{""latitude"": 41.94846, ""longitude"": -89.06437}"
61070,"{""latitude"": 42.41685, ""longitude"": -89.47312}"
61071,"{""latitude"": 41.72702, ""longitude"": -89.70447}"
61072,"{""latitude"": 42.44689, ""longitude"": -89.1411}"
61073,"{""latitude"": 42.42472, ""longitude"": -88.99358000000001}"
61074,"{""latitude"": 42.12556, ""longitude"": -90.12983}"
61075,"{""latitude"": 42.46444, ""longitude"": -90.25896}"
61077,"{""latitude"": 42.23815, ""longitude"": -89.35781}"
61078,"{""latitude"": 42.16596, ""longitude"": -89.72906}"
61079,"{""latitude"": 42.43927, ""longitude"": -89.20763000000001}"
61080,"{""latitude"": 42.47972, ""longitude"": -88.98721}"
61081,"{""latitude"": 41.84394, ""longitude"": -89.73536999999999}"
61084,"{""latitude"": 42.11845, ""longitude"": -89.18869000000001}"
61085,"{""latitude"": 42.34186, ""longitude"": -90.03219}"
61087,"{""latitude"": 42.4802, ""longitude"": -89.99263}"
61088,"{""latitude"": 42.26887, ""longitude"": -89.25569}"
61089,"{""latitude"": 42.47336, ""longitude"": -89.81935}"
61091,"{""latitude"": 41.906859999999995, ""longitude"": -89.52753}"
61101,"{""latitude"": 42.33749, ""longitude"": -89.1485}"
61102,"{""latitude"": 42.22959, ""longitude"": -89.15734}"
61103,"{""latitude"": 42.34625, ""longitude"": -89.08225}"
61104,"{""latitude"": 42.251909999999995, ""longitude"": -89.07895}"
61107,"{""latitude"": 42.283640000000005, ""longitude"": -89.00326}"
61108,"{""latitude"": 42.25484, ""longitude"": -89.00392}"
61109,"{""latitude"": 42.192609999999995, ""longitude"": -89.05346999999999}"
61111,"{""latitude"": 42.33538, ""longitude"": -89.0037}"
61112,"{""latitude"": 42.24192, ""longitude"": -88.97518000000001}"
61114,"{""latitude"": 42.308409999999995, ""longitude"": -88.99096}"
61115,"{""latitude"": 42.36385, ""longitude"": -89.02865}"
61201,"{""latitude"": 41.4778, ""longitude"": -90.57675}"
61230,"{""latitude"": 41.73914, ""longitude"": -90.21405}"
61231,"{""latitude"": 41.20973, ""longitude"": -90.72473000000001}"
61232,"{""latitude"": 41.43073, ""longitude"": -90.73249}"
61234,"{""latitude"": 41.42078, ""longitude"": -89.91830999999999}"
61235,"{""latitude"": 41.39966, ""longitude"": -90.02349}"
61236,"{""latitude"": 41.51381, ""longitude"": -90.36074}"
61238,"{""latitude"": 41.28774, ""longitude"": -90.17385999999999}"
61239,"{""latitude"": 41.48602, ""longitude"": -90.38758}"
61240,"{""latitude"": 41.425509999999996, ""longitude"": -90.42974}"
61241,"{""latitude"": 41.4885, ""longitude"": -90.32095}"
61242,"{""latitude"": 41.70363, ""longitude"": -90.27858}"
61243,"{""latitude"": 41.618759999999995, ""longitude"": -89.68295}"
61244,"{""latitude"": 41.52336, ""longitude"": -90.39469}"
61250,"{""latitude"": 41.65893, ""longitude"": -90.10305}"
61251,"{""latitude"": 41.7306, ""longitude"": -90.07578000000001}"
61252,"{""latitude"": 41.84323, ""longitude"": -90.11799}"
61254,"{""latitude"": 41.4686, ""longitude"": -90.15092}"
61256,"{""latitude"": 41.55916, ""longitude"": -90.4015}"
61257,"{""latitude"": 41.590559999999996, ""longitude"": -90.22272}"
61258,"{""latitude"": 41.52185, ""longitude"": -89.91396}"
61259,"{""latitude"": 41.38819, ""longitude"": -90.93155}"
61260,"{""latitude"": 41.24626, ""longitude"": -90.88299}"
61261,"{""latitude"": 41.72562, ""longitude"": -89.91592}"
61262,"{""latitude"": 41.2805, ""longitude"": -90.35675}"
61263,"{""latitude"": 41.25884, ""longitude"": -90.60477}"
61264,"{""latitude"": 41.3968, ""longitude"": -90.59173}"
61265,"{""latitude"": 41.482, ""longitude"": -90.49016}"
61270,"{""latitude"": 41.82973, ""longitude"": -89.96639}"
61272,"{""latitude"": 41.246559999999995, ""longitude"": -91.00568}"
61273,"{""latitude"": 41.36288, ""longitude"": -90.39891999999999}"
61274,"{""latitude"": 41.36857, ""longitude"": -90.27707}"
61275,"{""latitude"": 41.59984, ""longitude"": -90.29836}"
61276,"{""latitude"": 41.30407, ""longitude"": -90.58989}"
61277,"{""latitude"": 41.6067, ""longitude"": -89.93166}"
61278,"{""latitude"": 41.58206, ""longitude"": -90.33672}"
61279,"{""latitude"": 41.32054, ""longitude"": -90.72683}"
61281,"{""latitude"": 41.296890000000005, ""longitude"": -90.51975999999999}"
61282,"{""latitude"": 41.49557, ""longitude"": -90.41301999999999}"
61283,"{""latitude"": 41.591879999999996, ""longitude"": -89.78657}"
61284,"{""latitude"": 41.393640000000005, ""longitude"": -90.74672}"
61285,"{""latitude"": 41.97814, ""longitude"": -90.05951}"
61301,"{""latitude"": 41.39484, ""longitude"": -89.08041999999999}"
61310,"{""latitude"": 41.70001, ""longitude"": -89.34996}"
61311,"{""latitude"": 41.0378, ""longitude"": -88.86001999999999}"
61312,"{""latitude"": 41.43573, ""longitude"": -89.23293000000001}"
61313,"{""latitude"": 41.07367, ""longitude"": -88.66871}"
61314,"{""latitude"": 41.29609, ""longitude"": -89.67416999999999}"
61315,"{""latitude"": 41.28772, ""longitude"": -89.3642}"
61316,"{""latitude"": 41.25908, ""longitude"": -89.12499}"
61317,"{""latitude"": 41.431459999999994, ""longitude"": -89.2089}"
61318,"{""latitude"": 41.71213, ""longitude"": -89.07967}"
61319,"{""latitude"": 41.01845, ""longitude"": -88.74351999999999}"
61320,"{""latitude"": 41.35468, ""longitude"": -89.17047}"
61321,"{""latitude"": 40.9692, ""longitude"": -88.97316}"
61322,"{""latitude"": 41.31912, ""longitude"": -89.30745}"
61323,"{""latitude"": 41.433040000000005, ""longitude"": -89.39674000000001}"
61324,"{""latitude"": 41.769909999999996, ""longitude"": -89.41389000000001}"
61325,"{""latitude"": 41.236940000000004, ""longitude"": -88.8064}"
61326,"{""latitude"": 41.25385, ""longitude"": -89.22434}"
61327,"{""latitude"": 41.22683, ""longitude"": -89.30943}"
61328,"{""latitude"": 41.49955, ""longitude"": -89.45929}"
61329,"{""latitude"": 41.3804, ""longitude"": -89.19744}"
61330,"{""latitude"": 41.53794, ""longitude"": -89.27481}"
61331,"{""latitude"": 41.74745, ""longitude"": -89.2768}"
61332,"{""latitude"": 41.18877, ""longitude"": -88.98879000000001}"
61333,"{""latitude"": 40.98935, ""longitude"": -88.8881}"
61334,"{""latitude"": 41.145109999999995, ""longitude"": -89.09845}"
61335,"{""latitude"": 41.1635, ""longitude"": -89.22473000000001}"
61336,"{""latitude"": 41.10705, ""longitude"": -89.22001999999999}"
61337,"{""latitude"": 41.43639, ""longitude"": -89.3284}"
61338,"{""latitude"": 41.45877, ""longitude"": -89.67613}"
61340,"{""latitude"": 41.2612, ""longitude"": -89.2501}"
61341,"{""latitude"": 41.34073, ""longitude"": -88.69246}"
61342,"{""latitude"": 41.54058, ""longitude"": -89.09057}"
61344,"{""latitude"": 41.4116, ""longitude"": -89.83159}"
61345,"{""latitude"": 41.28003, ""longitude"": -89.78988000000001}"
61346,"{""latitude"": 41.51119, ""longitude"": -89.71838000000001}"
61348,"{""latitude"": 41.28164, ""longitude"": -89.03787}"
61349,"{""latitude"": 41.550470000000004, ""longitude"": -89.44504}"
61350,"{""latitude"": 41.37256, ""longitude"": -88.86336999999999}"
61353,"{""latitude"": 41.69654, ""longitude"": -88.99507}"
61354,"{""latitude"": 41.32788, ""longitude"": -89.14278}"
61356,"{""latitude"": 41.39353, ""longitude"": -89.43823}"
61358,"{""latitude"": 40.97874, ""longitude"": -89.04399000000001}"
61359,"{""latitude"": 41.36207, ""longitude"": -89.27127}"
61360,"{""latitude"": 41.32721, ""longitude"": -88.60478}"
61361,"{""latitude"": 41.41145, ""longitude"": -89.7638}"
61362,"{""latitude"": 41.35474, ""longitude"": -89.22909}"
61363,"{""latitude"": 41.25421, ""longitude"": -89.18248}"
61364,"{""latitude"": 41.128409999999995, ""longitude"": -88.84214}"
61367,"{""latitude"": 41.62678, ""longitude"": -89.2654}"
61368,"{""latitude"": 41.26305, ""longitude"": -89.52295}"
61369,"{""latitude"": 40.98409, ""longitude"": -89.15505999999999}"
61370,"{""latitude"": 41.205040000000004, ""longitude"": -89.03161999999999}"
61372,"{""latitude"": 41.464909999999996, ""longitude"": -89.07802}"
61373,"{""latitude"": 41.39897, ""longitude"": -88.9984}"
61374,"{""latitude"": 41.54773, ""longitude"": -89.35871}"
61375,"{""latitude"": 41.03528, ""longitude"": -89.25044}"
61376,"{""latitude"": 41.539359999999995, ""longitude"": -89.60916999999999}"
61377,"{""latitude"": 41.06002, ""longitude"": -89.03652}"
61378,"{""latitude"": 41.72444, ""longitude"": -89.15703}"
61379,"{""latitude"": 41.39199, ""longitude"": -89.61621}"
61401,"{""latitude"": 40.94467, ""longitude"": -90.38468}"
61410,"{""latitude"": 40.79797, ""longitude"": -90.39556}"
61411,"{""latitude"": 40.40015, ""longitude"": -90.50515}"
61412,"{""latitude"": 41.069720000000004, ""longitude"": -90.57878000000001}"
61413,"{""latitude"": 41.190529999999995, ""longitude"": -90.37358}"
61414,"{""latitude"": 41.12471, ""longitude"": -90.15576}"
61415,"{""latitude"": 40.6571, ""longitude"": -90.42913}"
61416,"{""latitude"": 40.49933, ""longitude"": -90.56296999999999}"
61417,"{""latitude"": 40.77417, ""longitude"": -90.53831}"
61418,"{""latitude"": 40.85029, ""longitude"": -90.86116}"
61419,"{""latitude"": 41.19979, ""longitude"": -90.11754}"
61420,"{""latitude"": 40.54736, ""longitude"": -90.86657}"
61421,"{""latitude"": 41.18016, ""longitude"": -89.64997}"
61422,"{""latitude"": 40.55084, ""longitude"": -90.53475}"
61423,"{""latitude"": 40.88629, ""longitude"": -90.5012}"
61424,"{""latitude"": 41.07675, ""longitude"": -89.63499}"
61425,"{""latitude"": 40.76197, ""longitude"": -91.03419}"
61426,"{""latitude"": 41.11998, ""longitude"": -89.70696}"
61427,"{""latitude"": 40.50195, ""longitude"": -90.19414}"
61428,"{""latitude"": 40.934779999999996, ""longitude"": -90.10786}"
61430,"{""latitude"": 40.94019, ""longitude"": -90.31090999999999}"
61431,"{""latitude"": 40.60771, ""longitude"": -90.27816999999999}"
61432,"{""latitude"": 40.652590000000004, ""longitude"": -90.15863}"
61433,"{""latitude"": 40.55738, ""longitude"": -90.16865}"
61434,"{""latitude"": 41.175509999999996, ""longitude"": -90.03896999999999}"
61435,"{""latitude"": 40.99238, ""longitude"": -90.56783}"
61436,"{""latitude"": 40.86223, ""longitude"": -90.21682}"
61437,"{""latitude"": 40.846140000000005, ""longitude"": -90.98685}"
61438,"{""latitude"": 40.582809999999995, ""longitude"": -90.6516}"
61439,"{""latitude"": 41.02848, ""longitude"": -90.35700000000001}"
61440,"{""latitude"": 40.30729, ""longitude"": -90.59548000000001}"
61441,"{""latitude"": 40.340740000000004, ""longitude"": -90.29337}"
61442,"{""latitude"": 41.10743, ""longitude"": -90.92272}"
61443,"{""latitude"": 41.25995, ""longitude"": -89.94171999999999}"
61447,"{""latitude"": 40.86722, ""longitude"": -90.75368}"
61448,"{""latitude"": 40.93363, ""longitude"": -90.24678}"
61449,"{""latitude"": 41.08935, ""longitude"": -89.9747}"
61450,"{""latitude"": 40.57884, ""longitude"": -90.98165}"
61451,"{""latitude"": 40.94578, ""longitude"": -89.93875}"
61452,"{""latitude"": 40.2362, ""longitude"": -90.66065}"
61453,"{""latitude"": 41.0122, ""longitude"": -90.76418000000001}"
61454,"{""latitude"": 40.68018, ""longitude"": -91.04244}"
61455,"{""latitude"": 40.435340000000004, ""longitude"": -90.65455}"
61458,"{""latitude"": 40.77965, ""longitude"": -90.18146}"
61459,"{""latitude"": 40.50553, ""longitude"": -90.41585}"
61460,"{""latitude"": 40.71663, ""longitude"": -90.82914}"
61462,"{""latitude"": 40.92358, ""longitude"": -90.64788}"
61465,"{""latitude"": 41.20786, ""longitude"": -90.46658000000001}"
61466,"{""latitude"": 41.110040000000005, ""longitude"": -90.47968}"
61467,"{""latitude"": 41.07374, ""longitude"": -90.23973000000001}"
61468,"{""latitude"": 41.257740000000005, ""longitude"": -90.38776}"
61469,"{""latitude"": 40.96403, ""longitude"": -90.90614000000001}"
61470,"{""latitude"": 40.60386, ""longitude"": -90.50482}"
61471,"{""latitude"": 40.69758, ""longitude"": -90.83529}"
61472,"{""latitude"": 41.10217, ""longitude"": -90.38287}"
61473,"{""latitude"": 40.70595, ""longitude"": -90.65273}"
61474,"{""latitude"": 40.73632, ""longitude"": -90.37825}"
61475,"{""latitude"": 40.59795, ""longitude"": -90.75343000000001}"
61476,"{""latitude"": 41.0981, ""longitude"": -90.83225}"
61477,"{""latitude"": 40.49608, ""longitude"": -90.31546}"
61478,"{""latitude"": 40.75784, ""longitude"": -90.76057}"
61479,"{""latitude"": 41.00479, ""longitude"": -89.64477}"
61480,"{""latitude"": 40.7254, ""longitude"": -90.92182}"
61482,"{""latitude"": 40.3884, ""longitude"": -90.41176}"
61483,"{""latitude"": 41.0867, ""longitude"": -89.87326}"
61484,"{""latitude"": 40.29527, ""longitude"": -90.43646}"
61485,"{""latitude"": 41.021640000000005, ""longitude"": -90.09832}"
61486,"{""latitude"": 41.19792, ""longitude"": -90.57609000000001}"
61488,"{""latitude"": 41.03225, ""longitude"": -90.3183}"
61489,"{""latitude"": 40.93398, ""longitude"": -90.02847}"
61490,"{""latitude"": 41.1851, ""longitude"": -90.26558}"
61491,"{""latitude"": 41.06053, ""longitude"": -89.7294}"
61501,"{""latitude"": 40.22935, ""longitude"": -90.31639}"
61516,"{""latitude"": 40.858109999999996, ""longitude"": -89.13521999999999}"
61517,"{""latitude"": 40.82604, ""longitude"": -89.85434000000001}"
61519,"{""latitude"": 40.46009, ""longitude"": -90.08896999999999}"
61520,"{""latitude"": 40.54209, ""longitude"": -90.02131}"
61523,"{""latitude"": 40.91726, ""longitude"": -89.53549}"
61524,"{""latitude"": 40.49127, ""longitude"": -90.0347}"
61525,"{""latitude"": 40.848459999999996, ""longitude"": -89.669}"
61526,"{""latitude"": 40.92992, ""longitude"": -89.62435}"
61528,"{""latitude"": 40.77897, ""longitude"": -89.72298}"
61529,"{""latitude"": 40.78143, ""longitude"": -89.94202}"
61530,"{""latitude"": 40.71402, ""longitude"": -89.26033000000001}"
61531,"{""latitude"": 40.68307, ""longitude"": -90.03505}"
61532,"{""latitude"": 40.339490000000005, ""longitude"": -89.81878}"
61533,"{""latitude"": 40.5865, ""longitude"": -89.83932}"
61534,"{""latitude"": 40.41446, ""longitude"": -89.66606}"
61535,"{""latitude"": 40.583059999999996, ""longitude"": -89.52341}"
61536,"{""latitude"": 40.68992, ""longitude"": -89.78697}"
61537,"{""latitude"": 41.11701, ""longitude"": -89.46636}"
61539,"{""latitude"": 40.555170000000004, ""longitude"": -89.76702}"
61540,"{""latitude"": 41.014720000000004, ""longitude"": -89.37309}"
61541,"{""latitude"": 40.98038, ""longitude"": -89.23495}"
61542,"{""latitude"": 40.38632, ""longitude"": -90.13464}"
61543,"{""latitude"": 40.420790000000004, ""longitude"": -89.97069}"
61544,"{""latitude"": 40.69177, ""longitude"": -90.24006999999999}"
61545,"{""latitude"": 40.8707, ""longitude"": -89.35353}"
61546,"{""latitude"": 40.45393, ""longitude"": -89.79885999999999}"
61547,"{""latitude"": 40.60634, ""longitude"": -89.73755}"
61548,"{""latitude"": 40.80917, ""longitude"": -89.41402}"
61550,"{""latitude"": 40.610820000000004, ""longitude"": -89.44211}"
61552,"{""latitude"": 40.81758, ""longitude"": -89.5657}"
61553,"{""latitude"": 40.62594, ""longitude"": -90.03228}"
61554,"{""latitude"": 40.54087, ""longitude"": -89.61861}"
61559,"{""latitude"": 40.92109, ""longitude"": -89.77556}"
61560,"{""latitude"": 41.1877, ""longitude"": -89.40276}"
61561,"{""latitude"": 40.80295, ""longitude"": -89.20088}"
61562,"{""latitude"": 40.880340000000004, ""longitude"": -89.50146}"
61563,"{""latitude"": 40.49216, ""longitude"": -90.0541}"
61564,"{""latitude"": 40.49349, ""longitude"": -89.65349}"
61565,"{""latitude"": 41.032309999999995, ""longitude"": -89.50994}"
61567,"{""latitude"": 40.35803, ""longitude"": -89.89658}"
61568,"{""latitude"": 40.505320000000005, ""longitude"": -89.4787}"
61569,"{""latitude"": 40.6842, ""longitude"": -89.89319}"
61570,"{""latitude"": 40.920390000000005, ""longitude"": -89.30775}"
61571,"{""latitude"": 40.70343, ""longitude"": -89.41943}"
61572,"{""latitude"": 40.800290000000004, ""longitude"": -90.03681}"
61602,"{""latitude"": 40.67471, ""longitude"": -89.60746}"
61603,"{""latitude"": 40.71332, ""longitude"": -89.57724}"
61604,"{""latitude"": 40.705740000000006, ""longitude"": -89.65364}"
61605,"{""latitude"": 40.67658, ""longitude"": -89.63336}"
61606,"{""latitude"": 40.6998, ""longitude"": -89.61143}"
61607,"{""latitude"": 40.63006, ""longitude"": -89.68515}"
61610,"{""latitude"": 40.64283, ""longitude"": -89.59883}"
61611,"{""latitude"": 40.71048, ""longitude"": -89.53565}"
61614,"{""latitude"": 40.758990000000004, ""longitude"": -89.60495999999999}"
61615,"{""latitude"": 40.77429, ""longitude"": -89.64584}"
61616,"{""latitude"": 40.74677, ""longitude"": -89.57189}"
61625,"{""latitude"": 40.697590000000005, ""longitude"": -89.61274}"
61701,"{""latitude"": 40.47675, ""longitude"": -88.99306}"
61704,"{""latitude"": 40.470490000000005, ""longitude"": -88.94334}"
61705,"{""latitude"": 40.45995, ""longitude"": -89.00225}"
61720,"{""latitude"": 40.55467, ""longitude"": -88.51449000000001}"
61721,"{""latitude"": 40.3537, ""longitude"": -89.32324}"
61722,"{""latitude"": 40.41904, ""longitude"": -88.63212}"
61723,"{""latitude"": 40.26082, ""longitude"": -89.26682}"
61724,"{""latitude"": 40.33083, ""longitude"": -88.52704}"
61725,"{""latitude"": 40.60978, ""longitude"": -89.11984}"
61726,"{""latitude"": 40.73661, ""longitude"": -88.69717}"
61727,"{""latitude"": 40.14248, ""longitude"": -88.96085}"
61728,"{""latitude"": 40.572829999999996, ""longitude"": -88.62634}"
61729,"{""latitude"": 40.63068, ""longitude"": -89.22359}"
61730,"{""latitude"": 40.53247, ""longitude"": -88.72939000000001}"
61731,"{""latitude"": 40.613929999999996, ""longitude"": -88.4855}"
61732,"{""latitude"": 40.53116, ""longitude"": -89.20318}"
61733,"{""latitude"": 40.6224, ""longitude"": -89.3323}"
61734,"{""latitude"": 40.37342, ""longitude"": -89.52646}"
61735,"{""latitude"": 40.20192, ""longitude"": -88.81806999999999}"
61736,"{""latitude"": 40.4021, ""longitude"": -88.83864}"
61737,"{""latitude"": 40.45847, ""longitude"": -88.73956}"
61738,"{""latitude"": 40.74605, ""longitude"": -89.03428000000001}"
61739,"{""latitude"": 40.73312, ""longitude"": -88.52043}"
61740,"{""latitude"": 40.88428, ""longitude"": -88.86162}"
61741,"{""latitude"": 40.75938, ""longitude"": -88.40425}"
61742,"{""latitude"": 40.632909999999995, ""longitude"": -89.27268000000001}"
61743,"{""latitude"": 40.87567, ""longitude"": -88.78168000000001}"
61744,"{""latitude"": 40.73995, ""longitude"": -88.88710999999999}"
61745,"{""latitude"": 40.32222, ""longitude"": -88.97246}"
61747,"{""latitude"": 40.42174, ""longitude"": -89.43073000000001}"
61748,"{""latitude"": 40.6167, ""longitude"": -88.99117}"
61749,"{""latitude"": 40.09494, ""longitude"": -89.11028}"
61750,"{""latitude"": 40.12357, ""longitude"": -88.85959}"
61751,"{""latitude"": 40.21455, ""longitude"": -89.29926}"
61752,"{""latitude"": 40.33907, ""longitude"": -88.7548}"
61753,"{""latitude"": 40.63644, ""longitude"": -88.78468000000001}"
61754,"{""latitude"": 40.3303, ""longitude"": -89.16911999999999}"
61755,"{""latitude"": 40.52791, ""longitude"": -89.33599}"
61756,"{""latitude"": 40.031209999999994, ""longitude"": -88.97344}"
61759,"{""latitude"": 40.43718, ""longitude"": -89.3237}"
61760,"{""latitude"": 40.88108, ""longitude"": -89.02871}"
61761,"{""latitude"": 40.52955, ""longitude"": -88.95859}"
61764,"{""latitude"": 40.88228, ""longitude"": -88.62818}"
