zip,json
32681,"{""latitude"": 29.42335, ""longitude"": -82.20551}"
32683,"{""latitude"": 29.29396, ""longitude"": -82.78074000000001}"
32686,"{""latitude"": 29.3644, ""longitude"": -82.26637}"
32692,"{""latitude"": 29.336270000000003, ""longitude"": -83.12834000000001}"
32693,"{""latitude"": 29.62387, ""longitude"": -82.79225}"
32694,"{""latitude"": 29.79598, ""longitude"": -82.15552}"
32696,"{""latitude"": 29.39798, ""longitude"": -82.46059}"
32697,"{""latitude"": 29.931459999999998, ""longitude"": -82.42909}"
32701,"{""latitude"": 28.665340000000004, ""longitude"": -81.36943000000001}"
32702,"{""latitude"": 29.03925, ""longitude"": -81.62534000000001}"
32703,"{""latitude"": 28.670690000000004, ""longitude"": -81.553}"
32707,"{""latitude"": 28.662679999999998, ""longitude"": -81.31427}"
32708,"{""latitude"": 28.68735, ""longitude"": -81.27273000000001}"
32709,"{""latitude"": 28.511059999999997, ""longitude"": -80.9777}"
32712,"{""latitude"": 28.73998, ""longitude"": -81.50607}"
32713,"{""latitude"": 28.885409999999997, ""longitude"": -81.32523}"
32714,"{""latitude"": 28.66246, ""longitude"": -81.41166}"
32720,"{""latitude"": 29.00962, ""longitude"": -81.36797}"
32724,"{""latitude"": 29.0565, ""longitude"": -81.22881}"
32725,"{""latitude"": 28.883340000000004, ""longitude"": -81.25083000000001}"
32726,"{""latitude"": 28.85503, ""longitude"": -81.67891}"
32730,"{""latitude"": 28.65328, ""longitude"": -81.34359}"
32732,"{""latitude"": 28.745509999999996, ""longitude"": -81.10597}"
32735,"{""latitude"": 28.891579999999998, ""longitude"": -81.73765}"
32736,"{""latitude"": 28.89668, ""longitude"": -81.49498}"
32738,"{""latitude"": 28.90897, ""longitude"": -81.1898}"
32744,"{""latitude"": 28.98623, ""longitude"": -81.21924}"
32746,"{""latitude"": 28.76397, ""longitude"": -81.35454}"
32750,"{""latitude"": 28.70615, ""longitude"": -81.352}"
32751,"{""latitude"": 28.631190000000004, ""longitude"": -81.36411}"
32754,"{""latitude"": 28.689159999999998, ""longitude"": -80.9262}"
32757,"{""latitude"": 28.77345, ""longitude"": -81.63818}"
32759,"{""latitude"": 28.8358, ""longitude"": -80.90037}"
32763,"{""latitude"": 28.940609999999996, ""longitude"": -81.29813}"
32764,"{""latitude"": 28.84706, ""longitude"": -81.08391999999999}"
32765,"{""latitude"": 28.66743, ""longitude"": -81.20178}"
32766,"{""latitude"": 28.6476, ""longitude"": -81.08121}"
32767,"{""latitude"": 29.02, ""longitude"": -81.50654}"
32771,"{""latitude"": 28.8135, ""longitude"": -81.32647}"
32773,"{""latitude"": 28.75204, ""longitude"": -81.24731}"
32776,"{""latitude"": 28.81758, ""longitude"": -81.49633}"
32778,"{""latitude"": 28.77668, ""longitude"": -81.73001}"
32779,"{""latitude"": 28.71671, ""longitude"": -81.41275}"
32780,"{""latitude"": 28.53645, ""longitude"": -80.79351}"
32784,"{""latitude"": 28.97601, ""longitude"": -81.72197}"
32789,"{""latitude"": 28.59964, ""longitude"": -81.35209}"
32792,"{""latitude"": 28.609959999999997, ""longitude"": -81.2988}"
32796,"{""latitude"": 28.626929999999998, ""longitude"": -80.84181}"
32798,"{""latitude"": 28.727240000000002, ""longitude"": -81.58561}"
32801,"{""latitude"": 28.541759999999996, ""longitude"": -81.37358}"
32803,"{""latitude"": 28.55495, ""longitude"": -81.34775}"
32804,"{""latitude"": 28.57725, ""longitude"": -81.39726}"
32805,"{""latitude"": 28.52944, ""longitude"": -81.40587}"
32806,"{""latitude"": 28.51225, ""longitude"": -81.36057}"
32807,"{""latitude"": 28.55268, ""longitude"": -81.30093000000001}"
32808,"{""latitude"": 28.579079999999998, ""longitude"": -81.44328}"
32809,"{""latitude"": 28.46208, ""longitude"": -81.38594}"
32810,"{""latitude"": 28.621440000000003, ""longitude"": -81.42942}"
32811,"{""latitude"": 28.516840000000002, ""longitude"": -81.44464}"
32812,"{""latitude"": 28.485020000000002, ""longitude"": -81.3285}"
32814,"{""latitude"": 28.57015, ""longitude"": -81.32648}"
32817,"{""latitude"": 28.590390000000003, ""longitude"": -81.24459}"
32818,"{""latitude"": 28.5865, ""longitude"": -81.48768000000001}"
32819,"{""latitude"": 28.45591, ""longitude"": -81.47105}"
32820,"{""latitude"": 28.584979999999998, ""longitude"": -81.12137}"
32821,"{""latitude"": 28.38715, ""longitude"": -81.47521}"
32822,"{""latitude"": 28.489829999999998, ""longitude"": -81.29045}"
32824,"{""latitude"": 28.38842, ""longitude"": -81.34886999999999}"
32825,"{""latitude"": 28.515390000000004, ""longitude"": -81.22804000000001}"
32826,"{""latitude"": 28.58825, ""longitude"": -81.18624}"
32827,"{""latitude"": 28.41573, ""longitude"": -81.29411}"
32828,"{""latitude"": 28.52825, ""longitude"": -81.16717}"
32829,"{""latitude"": 28.480209999999996, ""longitude"": -81.24605}"
32830,"{""latitude"": 28.38225, ""longitude"": -81.56911}"
32831,"{""latitude"": 28.47305, ""longitude"": -81.14825}"
32832,"{""latitude"": 28.39793, ""longitude"": -81.18697}"
32833,"{""latitude"": 28.494690000000002, ""longitude"": -81.08006}"
32835,"{""latitude"": 28.52107, ""longitude"": -81.48427}"
32836,"{""latitude"": 28.41535, ""longitude"": -81.52059}"
32837,"{""latitude"": 28.37847, ""longitude"": -81.42933000000001}"
32839,"{""latitude"": 28.48837, ""longitude"": -81.40706}"
32901,"{""latitude"": 28.07903, ""longitude"": -80.62321999999999}"
32903,"{""latitude"": 28.10847, ""longitude"": -80.58719}"
32904,"{""latitude"": 28.06727, ""longitude"": -80.67796}"
32905,"{""latitude"": 28.031259999999996, ""longitude"": -80.59947}"
32907,"{""latitude"": 28.01564, ""longitude"": -80.68231999999999}"
32908,"{""latitude"": 27.95638, ""longitude"": -80.6989}"
32909,"{""latitude"": 27.92049, ""longitude"": -80.64453}"
32920,"{""latitude"": 28.39497, ""longitude"": -80.62082}"
32922,"{""latitude"": 28.37244, ""longitude"": -80.74283}"
32925,"{""latitude"": 28.242729999999998, ""longitude"": -80.62288000000001}"
32926,"{""latitude"": 28.39227, ""longitude"": -80.81719}"
32927,"{""latitude"": 28.460829999999998, ""longitude"": -80.80763}"
32931,"{""latitude"": 28.32287, ""longitude"": -80.62727}"
32934,"{""latitude"": 28.133090000000003, ""longitude"": -80.71115999999999}"
32935,"{""latitude"": 28.145659999999996, ""longitude"": -80.64841}"
32937,"{""latitude"": 28.178320000000003, ""longitude"": -80.60427}"
32940,"{""latitude"": 28.21129, ""longitude"": -80.7875}"
32948,"{""latitude"": 27.88942, ""longitude"": -80.73347}"
32949,"{""latitude"": 27.92332, ""longitude"": -80.55069}"
32950,"{""latitude"": 27.97597, ""longitude"": -80.57876999999999}"
32951,"{""latitude"": 27.95947, ""longitude"": -80.51499}"
32952,"{""latitude"": 28.30017, ""longitude"": -80.66339}"
32953,"{""latitude"": 28.4483, ""longitude"": -80.70512}"
32955,"{""latitude"": 28.29638, ""longitude"": -80.72525999999999}"
32958,"{""latitude"": 27.79375, ""longitude"": -80.49116}"
32960,"{""latitude"": 27.6412, ""longitude"": -80.40287}"
32962,"{""latitude"": 27.586959999999998, ""longitude"": -80.38371}"
32963,"{""latitude"": 27.71958, ""longitude"": -80.39621}"
32966,"{""latitude"": 27.677979999999998, ""longitude"": -80.69049}"
32967,"{""latitude"": 27.712190000000003, ""longitude"": -80.4612}"
32968,"{""latitude"": 27.587, ""longitude"": -80.46540999999999}"
32970,"{""latitude"": 27.751379999999997, ""longitude"": -80.45311}"
32976,"{""latitude"": 27.8638, ""longitude"": -80.53948000000001}"
33001,"{""latitude"": 24.82041, ""longitude"": -80.80991999999999}"
33004,"{""latitude"": 26.0579, ""longitude"": -80.13852}"
33009,"{""latitude"": 25.98565, ""longitude"": -80.14786}"
33010,"{""latitude"": 25.833000000000002, ""longitude"": -80.27866999999999}"
33012,"{""latitude"": 25.86562, ""longitude"": -80.30249}"
33013,"{""latitude"": 25.8623, ""longitude"": -80.27029}"
33014,"{""latitude"": 25.90429, ""longitude"": -80.30293}"
33015,"{""latitude"": 25.9413, ""longitude"": -80.31761}"
33016,"{""latitude"": 25.8949, ""longitude"": -80.33243}"
33018,"{""latitude"": 25.925929999999997, ""longitude"": -80.37946}"
33019,"{""latitude"": 26.02617, ""longitude"": -80.12293000000001}"
33020,"{""latitude"": 26.01899, ""longitude"": -80.1523}"
33021,"{""latitude"": 26.02334, ""longitude"": -80.18758000000001}"
33023,"{""latitude"": 25.98941, ""longitude"": -80.21534}"
33024,"{""latitude"": 26.026970000000002, ""longitude"": -80.24528000000001}"
33025,"{""latitude"": 25.98743, ""longitude"": -80.28139}"
33026,"{""latitude"": 26.02594, ""longitude"": -80.29643}"
33027,"{""latitude"": 25.98245, ""longitude"": -80.34359}"
33028,"{""latitude"": 26.01853, ""longitude"": -80.34488}"
33029,"{""latitude"": 25.99236, ""longitude"": -80.40889}"
33030,"{""latitude"": 25.48471, ""longitude"": -80.50998}"
33031,"{""latitude"": 25.52754, ""longitude"": -80.50111}"
33032,"{""latitude"": 25.53021, ""longitude"": -80.39188}"
33033,"{""latitude"": 25.48372, ""longitude"": -80.41360999999999}"
33034,"{""latitude"": 25.28495, ""longitude"": -80.62434}"
33035,"{""latitude"": 25.41734, ""longitude"": -80.39903000000001}"
33036,"{""latitude"": 24.923029999999997, ""longitude"": -80.63795}"
33037,"{""latitude"": 25.20121, ""longitude"": -80.38374}"
33039,"{""latitude"": 25.5021, ""longitude"": -80.39968}"
33040,"{""latitude"": 24.58549, ""longitude"": -81.75449}"
33042,"{""latitude"": 24.67645, ""longitude"": -81.50992}"
33043,"{""latitude"": 24.70334, ""longitude"": -81.36636}"
33050,"{""latitude"": 24.72843, ""longitude"": -81.03404}"
33051,"{""latitude"": 24.72319, ""longitude"": -81.02152}"
33054,"{""latitude"": 25.90691, ""longitude"": -80.25825}"
33055,"{""latitude"": 25.94821, ""longitude"": -80.27802}"
33056,"{""latitude"": 25.94921, ""longitude"": -80.24563}"
33060,"{""latitude"": 26.2348, ""longitude"": -80.12054}"
33062,"{""latitude"": 26.241629999999997, ""longitude"": -80.09364000000001}"
33063,"{""latitude"": 26.250120000000003, ""longitude"": -80.20883}"
33064,"{""latitude"": 26.278470000000002, ""longitude"": -80.11567}"
33065,"{""latitude"": 26.27283, ""longitude"": -80.26038}"
33066,"{""latitude"": 26.2535, ""longitude"": -80.17747}"
33067,"{""latitude"": 26.307740000000003, ""longitude"": -80.22610999999999}"
33068,"{""latitude"": 26.215709999999998, ""longitude"": -80.21776}"
33069,"{""latitude"": 26.23566, ""longitude"": -80.15791}"
33070,"{""latitude"": 25.01004, ""longitude"": -80.52391}"
33071,"{""latitude"": 26.243840000000002, ""longitude"": -80.2662}"
33073,"{""latitude"": 26.2985, ""longitude"": -80.1828}"
33076,"{""latitude"": 26.316809999999997, ""longitude"": -80.27529}"
33101,"{""latitude"": 25.7793, ""longitude"": -80.19874}"
33109,"{""latitude"": 25.76135, ""longitude"": -80.14246999999999}"
33122,"{""latitude"": 25.7974, ""longitude"": -80.29845999999999}"
33125,"{""latitude"": 25.78387, ""longitude"": -80.23755}"
33126,"{""latitude"": 25.77984, ""longitude"": -80.29887}"
33127,"{""latitude"": 25.81326, ""longitude"": -80.20559}"
33128,"{""latitude"": 25.77652, ""longitude"": -80.20401}"
33129,"{""latitude"": 25.75283, ""longitude"": -80.20028}"
33130,"{""latitude"": 25.76822, ""longitude"": -80.20319}"
33131,"{""latitude"": 25.76324, ""longitude"": -80.18462}"
33132,"{""latitude"": 25.77789, ""longitude"": -80.17412}"
33133,"{""latitude"": 25.7298, ""longitude"": -80.24319}"
33134,"{""latitude"": 25.75345, ""longitude"": -80.27108}"
33135,"{""latitude"": 25.766479999999998, ""longitude"": -80.23503000000001}"
33136,"{""latitude"": 25.78686, ""longitude"": -80.20470999999999}"
33137,"{""latitude"": 25.815279999999998, ""longitude"": -80.17801}"
33138,"{""latitude"": 25.85396, ""longitude"": -80.17841999999999}"
33139,"{""latitude"": 25.78519, ""longitude"": -80.14922}"
33140,"{""latitude"": 25.81597, ""longitude"": -80.13901}"
33141,"{""latitude"": 25.85114, ""longitude"": -80.14141}"
33142,"{""latitude"": 25.81193, ""longitude"": -80.23857}"
33143,"{""latitude"": 25.70222, ""longitude"": -80.29779}"
33144,"{""latitude"": 25.76324, ""longitude"": -80.31228}"
33145,"{""latitude"": 25.75309, ""longitude"": -80.23453}"
33146,"{""latitude"": 25.72052, ""longitude"": -80.27284}"
33147,"{""latitude"": 25.85142, ""longitude"": -80.23821}"
33149,"{""latitude"": 25.72479, ""longitude"": -80.16118}"
33150,"{""latitude"": 25.85204, ""longitude"": -80.20711}"
33154,"{""latitude"": 25.88276, ""longitude"": -80.13443000000001}"
33155,"{""latitude"": 25.736710000000002, ""longitude"": -80.31102}"
33156,"{""latitude"": 25.66828, ""longitude"": -80.29732}"
33157,"{""latitude"": 25.60618, ""longitude"": -80.34258}"
33158,"{""latitude"": 25.6373, ""longitude"": -80.30935}"
33160,"{""latitude"": 25.93283, ""longitude"": -80.13476}"
33161,"{""latitude"": 25.89378, ""longitude"": -80.18252}"
33162,"{""latitude"": 25.92825, ""longitude"": -80.17803}"
33165,"{""latitude"": 25.73426, ""longitude"": -80.35887}"
33166,"{""latitude"": 25.828670000000002, ""longitude"": -80.31663}"
33167,"{""latitude"": 25.88524, ""longitude"": -80.23694}"
33168,"{""latitude"": 25.89291, ""longitude"": -80.20929}"
33169,"{""latitude"": 25.94303, ""longitude"": -80.21455999999999}"
33170,"{""latitude"": 25.557660000000002, ""longitude"": -80.46141}"
33172,"{""latitude"": 25.7863, ""longitude"": -80.3605}"
33173,"{""latitude"": 25.7021, ""longitude"": -80.35712}"
33174,"{""latitude"": 25.76154, ""longitude"": -80.36114}"
33175,"{""latitude"": 25.73402, ""longitude"": -80.40677}"
33176,"{""latitude"": 25.65861, ""longitude"": -80.35895}"
33177,"{""latitude"": 25.59679, ""longitude"": -80.40462}"
33178,"{""latitude"": 25.85803, ""longitude"": -80.41946}"
33179,"{""latitude"": 25.958000000000002, ""longitude"": -80.17985999999999}"
33180,"{""latitude"": 25.960739999999998, ""longitude"": -80.14199}"
33181,"{""latitude"": 25.89872, ""longitude"": -80.15091}"
33182,"{""latitude"": 25.7837, ""longitude"": -80.43398}"
33183,"{""latitude"": 25.70026, ""longitude"": -80.40436}"
33184,"{""latitude"": 25.75949, ""longitude"": -80.40661999999999}"
33185,"{""latitude"": 25.72728, ""longitude"": -80.44974}"
33186,"{""latitude"": 25.655479999999997, ""longitude"": -80.41048}"
33187,"{""latitude"": 25.59601, ""longitude"": -80.5071}"
33189,"{""latitude"": 25.57304, ""longitude"": -80.33733000000001}"
33190,"{""latitude"": 25.55922, ""longitude"": -80.34832}"
33193,"{""latitude"": 25.701179999999997, ""longitude"": -80.46633}"
33194,"{""latitude"": 25.72014, ""longitude"": -80.61229}"
33196,"{""latitude"": 25.65144, ""longitude"": -80.48644}"
33301,"{""latitude"": 26.12121, ""longitude"": -80.12748}"
33304,"{""latitude"": 26.13865, ""longitude"": -80.12159}"
33305,"{""latitude"": 26.154339999999998, ""longitude"": -80.12346}"
33306,"{""latitude"": 26.16549, ""longitude"": -80.11383000000001}"
33308,"{""latitude"": 26.18968, ""longitude"": -80.10846}"
33309,"{""latitude"": 26.18799, ""longitude"": -80.17327}"
33311,"{""latitude"": 26.1441, ""longitude"": -80.17327}"
33312,"{""latitude"": 26.0883, ""longitude"": -80.18163}"
33313,"{""latitude"": 26.15044, ""longitude"": -80.22638}"
33314,"{""latitude"": 26.06765, ""longitude"": -80.22306999999999}"
33315,"{""latitude"": 26.08705, ""longitude"": -80.15292}"
33316,"{""latitude"": 26.09506, ""longitude"": -80.12411999999999}"
33317,"{""latitude"": 26.1122, ""longitude"": -80.2264}"
33319,"{""latitude"": 26.18274, ""longitude"": -80.22570999999999}"
33321,"{""latitude"": 26.21204, ""longitude"": -80.2696}"
33322,"{""latitude"": 26.15021, ""longitude"": -80.27450999999999}"
33323,"{""latitude"": 26.15205, ""longitude"": -80.31649}"
33324,"{""latitude"": 26.11236, ""longitude"": -80.27416}"
33325,"{""latitude"": 26.10977, ""longitude"": -80.32154}"
33326,"{""latitude"": 26.11587, ""longitude"": -80.36816}"
33327,"{""latitude"": 26.11177, ""longitude"": -80.4247}"
33328,"{""latitude"": 26.06713, ""longitude"": -80.27223000000001}"
33330,"{""latitude"": 26.059079999999998, ""longitude"": -80.32174}"
33331,"{""latitude"": 26.05975, ""longitude"": -80.36806999999999}"
33332,"{""latitude"": 26.03033, ""longitude"": -80.44523000000001}"
33334,"{""latitude"": 26.183120000000002, ""longitude"": -80.13441999999999}"
33351,"{""latitude"": 26.1793, ""longitude"": -80.27462}"
33401,"{""latitude"": 26.716490000000004, ""longitude"": -80.06779}"
33403,"{""latitude"": 26.803459999999998, ""longitude"": -80.07545999999999}"
33404,"{""latitude"": 26.782459999999997, ""longitude"": -80.06623}"
33405,"{""latitude"": 26.667759999999998, ""longitude"": -80.05821999999999}"
33406,"{""latitude"": 26.66495, ""longitude"": -80.09069000000001}"
33407,"{""latitude"": 26.757790000000004, ""longitude"": -80.09074}"
33408,"{""latitude"": 26.84125, ""longitude"": -80.05674}"
33409,"{""latitude"": 26.71613, ""longitude"": -80.09640999999999}"
33410,"{""latitude"": 26.846590000000003, ""longitude"": -80.08803}"
33411,"{""latitude"": 26.719790000000003, ""longitude"": -80.1998}"
33412,"{""latitude"": 26.806859999999997, ""longitude"": -80.21259}"
33413,"{""latitude"": 26.66396, ""longitude"": -80.15536}"
33414,"{""latitude"": 26.64842, ""longitude"": -80.25012}"
33415,"{""latitude"": 26.66033, ""longitude"": -80.12739}"
33417,"{""latitude"": 26.71997, ""longitude"": -80.12486}"
33418,"{""latitude"": 26.860770000000002, ""longitude"": -80.16689000000001}"
33426,"{""latitude"": 26.534000000000002, ""longitude"": -80.08296999999999}"
33428,"{""latitude"": 26.34933, ""longitude"": -80.21542}"
33430,"{""latitude"": 26.639409999999998, ""longitude"": -80.55031}"
33431,"{""latitude"": 26.381009999999996, ""longitude"": -80.10349000000001}"
33432,"{""latitude"": 26.345740000000003, ""longitude"": -80.08375}"
33433,"{""latitude"": 26.34713, ""longitude"": -80.15923000000001}"
33434,"{""latitude"": 26.38157, ""longitude"": -80.1687}"
33435,"{""latitude"": 26.525109999999998, ""longitude"": -80.06281}"
33436,"{""latitude"": 26.524390000000004, ""longitude"": -80.1075}"
33437,"{""latitude"": 26.51176, ""longitude"": -80.14902}"
33438,"{""latitude"": 26.93181, ""longitude"": -80.59593000000001}"
33440,"{""latitude"": 26.5438, ""longitude"": -81.03643000000001}"
33441,"{""latitude"": 26.310959999999998, ""longitude"": -80.09877}"
33442,"{""latitude"": 26.31033, ""longitude"": -80.14545}"
33444,"{""latitude"": 26.458170000000003, ""longitude"": -80.07996999999999}"
33445,"{""latitude"": 26.454690000000003, ""longitude"": -80.10627}"
33446,"{""latitude"": 26.450470000000003, ""longitude"": -80.18621999999999}"
33449,"{""latitude"": 26.58995, ""longitude"": -80.23267}"
33455,"{""latitude"": 27.05573, ""longitude"": -80.1648}"
33458,"{""latitude"": 26.937490000000004, ""longitude"": -80.13190999999999}"
33460,"{""latitude"": 26.61986, ""longitude"": -80.05651999999999}"
33461,"{""latitude"": 26.6202, ""longitude"": -80.09098}"
33462,"{""latitude"": 26.58055, ""longitude"": -80.07352}"
33463,"{""latitude"": 26.595290000000002, ""longitude"": -80.13004000000001}"
33467,"{""latitude"": 26.594640000000002, ""longitude"": -80.17551}"
33469,"{""latitude"": 26.98416, ""longitude"": -80.10921}"
33470,"{""latitude"": 26.727090000000004, ""longitude"": -80.32037}"
33471,"{""latitude"": 26.884240000000002, ""longitude"": -81.19281}"
33472,"{""latitude"": 26.53831, ""longitude"": -80.18581999999999}"
33473,"{""latitude"": 26.503809999999998, ""longitude"": -80.19155}"
33476,"{""latitude"": 26.80467, ""longitude"": -80.62356}"
33477,"{""latitude"": 26.91395, ""longitude"": -80.08005}"
33478,"{""latitude"": 26.94045, ""longitude"": -80.24526}"
33480,"{""latitude"": 26.69027, ""longitude"": -80.04053}"
33483,"{""latitude"": 26.461190000000002, ""longitude"": -80.06378000000001}"
33484,"{""latitude"": 26.454279999999997, ""longitude"": -80.1345}"
33486,"{""latitude"": 26.34706, ""longitude"": -80.11429}"
33487,"{""latitude"": 26.410079999999997, ""longitude"": -80.09148}"
33493,"{""latitude"": 26.54007, ""longitude"": -80.72931}"
33496,"{""latitude"": 26.408040000000003, ""longitude"": -80.16039}"
33498,"{""latitude"": 26.3859, ""longitude"": -80.21989}"
33503,"{""latitude"": 27.765159999999998, ""longitude"": -82.27648}"
33510,"{""latitude"": 27.955920000000003, ""longitude"": -82.30011999999999}"
33511,"{""latitude"": 27.90985, ""longitude"": -82.2946}"
33513,"{""latitude"": 28.670240000000003, ""longitude"": -82.16574}"
33514,"{""latitude"": 28.67727, ""longitude"": -81.99648}"
33521,"{""latitude"": 28.79829, ""longitude"": -82.06846}"
33523,"{""latitude"": 28.424690000000002, ""longitude"": -82.21840999999999}"
33525,"{""latitude"": 28.33597, ""longitude"": -82.20146}"
33527,"{""latitude"": 27.975559999999998, ""longitude"": -82.21255}"
33534,"{""latitude"": 27.823420000000002, ""longitude"": -82.37676}"
33538,"{""latitude"": 28.84403, ""longitude"": -82.17527}"
33540,"{""latitude"": 28.215090000000004, ""longitude"": -82.15056}"
33541,"{""latitude"": 28.23204, ""longitude"": -82.2207}"
33542,"{""latitude"": 28.235459999999996, ""longitude"": -82.1771}"
33543,"{""latitude"": 28.20072, ""longitude"": -82.29637}"
33544,"{""latitude"": 28.244040000000002, ""longitude"": -82.36601999999999}"
33545,"{""latitude"": 28.26967, ""longitude"": -82.29026999999999}"
33547,"{""latitude"": 27.776320000000002, ""longitude"": -82.13382}"
33548,"{""latitude"": 28.138540000000003, ""longitude"": -82.48207}"
33549,"{""latitude"": 28.14055, ""longitude"": -82.44643}"
33556,"{""latitude"": 28.141379999999998, ""longitude"": -82.59411}"
33558,"{""latitude"": 28.15881, ""longitude"": -82.51562}"
33559,"{""latitude"": 28.15525, ""longitude"": -82.41117}"
33563,"{""latitude"": 28.017090000000003, ""longitude"": -82.12461}"
33565,"{""latitude"": 28.09511, ""longitude"": -82.15236}"
33566,"{""latitude"": 27.992759999999997, ""longitude"": -82.11636}"
33567,"{""latitude"": 27.922009999999997, ""longitude"": -82.12162}"
33569,"{""latitude"": 27.84514, ""longitude"": -82.28718}"
33570,"{""latitude"": 27.689909999999998, ""longitude"": -82.45855}"
33572,"{""latitude"": 27.7629, ""longitude"": -82.4105}"
33573,"{""latitude"": 27.723640000000003, ""longitude"": -82.35938}"
33576,"{""latitude"": 28.32589, ""longitude"": -82.32911}"
33578,"{""latitude"": 27.863290000000003, ""longitude"": -82.34943}"
33579,"{""latitude"": 27.796540000000004, ""longitude"": -82.28746}"
33584,"{""latitude"": 28.008640000000003, ""longitude"": -82.28789}"
33585,"{""latitude"": 28.746309999999998, ""longitude"": -82.06723000000001}"
33592,"{""latitude"": 28.10068, ""longitude"": -82.28808000000001}"
33594,"{""latitude"": 27.94074, ""longitude"": -82.24195999999999}"
33596,"{""latitude"": 27.8881, ""longitude"": -82.23612}"
33597,"{""latitude"": 28.548920000000003, ""longitude"": -82.08059}"
33598,"{""latitude"": 27.68652, ""longitude"": -82.28168000000001}"
33602,"{""latitude"": 27.9536, ""longitude"": -82.45685}"
33603,"{""latitude"": 27.985440000000004, ""longitude"": -82.46462}"
33604,"{""latitude"": 28.016959999999997, ""longitude"": -82.45526}"
33605,"{""latitude"": 27.951190000000004, ""longitude"": -82.42948}"
33606,"{""latitude"": 27.93218, ""longitude"": -82.46488000000001}"
33607,"{""latitude"": 27.96756, ""longitude"": -82.51378000000001}"
33609,"{""latitude"": 27.9443, ""longitude"": -82.51353}"
33610,"{""latitude"": 27.99717, ""longitude"": -82.38033}"
33611,"{""latitude"": 27.89061, ""longitude"": -82.50683000000001}"
33612,"{""latitude"": 28.050759999999997, ""longitude"": -82.44977}"
33613,"{""latitude"": 28.083640000000003, ""longitude"": -82.45087}"
33614,"{""latitude"": 28.005959999999998, ""longitude"": -82.50608000000001}"
33615,"{""latitude"": 28.005340000000004, ""longitude"": -82.58131}"
33616,"{""latitude"": 27.8665, ""longitude"": -82.52869}"
33617,"{""latitude"": 28.03838, ""longitude"": -82.39272}"
33618,"{""latitude"": 28.073390000000003, ""longitude"": -82.49858}"
33619,"{""latitude"": 27.936999999999998, ""longitude"": -82.37848000000001}"
33620,"{""latitude"": 28.06155, ""longitude"": -82.4111}"
33621,"{""latitude"": 27.843609999999998, ""longitude"": -82.50103}"
33624,"{""latitude"": 28.07899, ""longitude"": -82.52678}"
33625,"{""latitude"": 28.06805, ""longitude"": -82.56039}"
33626,"{""latitude"": 28.066309999999998, ""longitude"": -82.61652}"
33629,"{""latitude"": 27.921909999999997, ""longitude"": -82.51004}"
33634,"{""latitude"": 28.00886, ""longitude"": -82.54614000000001}"
33635,"{""latitude"": 28.0273, ""longitude"": -82.61771}"
33637,"{""latitude"": 28.047290000000004, ""longitude"": -82.36134}"
33647,"{""latitude"": 28.13415, ""longitude"": -82.35798}"
33701,"{""latitude"": 27.77041, ""longitude"": -82.6357}"
33702,"{""latitude"": 27.8454, ""longitude"": -82.63163}"
33703,"{""latitude"": 27.817559999999997, ""longitude"": -82.62438}"
33704,"{""latitude"": 27.79665, ""longitude"": -82.63295}"
33705,"{""latitude"": 27.73637, ""longitude"": -82.64471999999999}"
33706,"{""latitude"": 27.74353, ""longitude"": -82.74996999999999}"
33707,"{""latitude"": 27.75558, ""longitude"": -82.72565}"
33708,"{""latitude"": 27.81183, ""longitude"": -82.79319}"
33709,"{""latitude"": 27.817140000000002, ""longitude"": -82.73058}"
33710,"{""latitude"": 27.79012, ""longitude"": -82.73040999999999}"
33711,"{""latitude"": 27.7389, ""longitude"": -82.68844}"
33712,"{""latitude"": 27.73732, ""longitude"": -82.66691}"
33713,"{""latitude"": 27.788790000000002, ""longitude"": -82.67754000000001}"
33714,"{""latitude"": 27.817009999999996, ""longitude"": -82.67758}"
33715,"{""latitude"": 27.661340000000003, ""longitude"": -82.72377}"
33716,"{""latitude"": 27.876440000000002, ""longitude"": -82.65141}"
33744,"{""latitude"": 27.80855, ""longitude"": -82.77449}"
33755,"{""latitude"": 27.97958, ""longitude"": -82.77982}"
33756,"{""latitude"": 27.944490000000002, ""longitude"": -82.79241}"
33759,"{""latitude"": 27.98075, ""longitude"": -82.71471}"
33760,"{""latitude"": 27.907790000000002, ""longitude"": -82.71452}"
33761,"{""latitude"": 28.03094, ""longitude"": -82.72395999999999}"
33762,"{""latitude"": 27.896829999999998, ""longitude"": -82.67971}"
33763,"{""latitude"": 28.00333, ""longitude"": -82.74403000000001}"
33764,"{""latitude"": 27.93385, ""longitude"": -82.74064}"
33765,"{""latitude"": 27.974729999999997, ""longitude"": -82.7447}"
33767,"{""latitude"": 27.970029999999998, ""longitude"": -82.82336}"
33770,"{""latitude"": 27.91468, ""longitude"": -82.80359}"
33771,"{""latitude"": 27.90666, ""longitude"": -82.75795}"
33772,"{""latitude"": 27.84259, ""longitude"": -82.79641}"
33773,"{""latitude"": 27.8821, ""longitude"": -82.75717}"
33774,"{""latitude"": 27.88268, ""longitude"": -82.82763}"
33776,"{""latitude"": 27.84985, ""longitude"": -82.82609000000001}"
33777,"{""latitude"": 27.85329, ""longitude"": -82.75989}"
33778,"{""latitude"": 27.882609999999996, ""longitude"": -82.79829000000001}"
33781,"{""latitude"": 27.838659999999997, ""longitude"": -82.71521}"
33782,"{""latitude"": 27.85987, ""longitude"": -82.70841}"
